Date,CITY,CNT
2020-04-18,MULLERIYAWA NEW TOWN,2
2019-09-27,KANDY,1
2020-01-31,COLOMBO 3,15
2020-05-30,DELGODA,2
2020-01-27,MALWANA,7
2019-08-17,KELANIYA,1
2019-08-29,BALAPITIYA,1
2020-01-14,NAWANA,1
2020-01-14,ALAWWA,1
2020-03-12,BIYAGAMA,4
2020-05-19,COLOMBO 11,3
2020-06-01,COLOMBO 1,13
2019-07-29,SRI JAYAWARDENEPURA,1
2019-11-22,KOCHCHIKADE,1
2019-12-30,NITTAMBUWA,3
2019-10-05,Bepzbiyagama,1
2019-10-24,BIYAGAMA,2
2020-02-12,COLOMBO 7,1
2019-11-11,MAKOLA,1
2020-05-14,KIRIBATHGODA,1
2019-08-16,COLOMBO 4,2
2019-09-06,GAMPAHA,3
2020-02-01,COLOMBO 4,4
2019-10-28,MATALE,3
2019-11-25,23 25 rheinland place,1
2020-01-08,WATTALA,2
2019-09-26,COLOMBO 6,6
2019-08-23,COLOMBO 7,5
2019-10-08,PILIYANDALA,1
2019-10-10,Ekala,1
2019-12-17,MULLERIYAWA NEW TOWN,1
2019-10-01,NUGEGODA,1
2020-02-29,WATTALA,4
2020-03-24,ragama,5
2020-04-20,COLOMBO,24
2019-11-22,COLOMBO 6,2
2020-03-27,ANURADHAPURA,3
2019-11-18,NEGAM,1
2020-02-06,EKALA,2
2020-02-24,WELLARAWA,1
2019-10-31,COLOMBO 14,1
2019-12-28,KADUWELA,1
2020-03-02,Ekala,1
2019-10-04,PILIYANDALA,1
2019-12-09,HOMAGAMA,4
2020-01-27,RATMALE,1
2020-02-14,KATUNAYAKE,11
2020-02-29,DIVULAPITIYA,2
2019-06-03,COLOMBO 9,1
2020-05-14,RATMALANA,14
2020-05-28,KOHUWALA,6
2019-09-12,BIYAGAMA IPZ,1
2019-10-25,MALWANA,7
2019-06-27,COLOMBO 10,3
2019-10-25,NEGOMBO,1
2019-06-05,BIYAGAMA,2
2019-09-19,COLOMBO,28
2019-09-23,MAHARAGAMA,3
2019-10-26,KATUBEDDA,1
2019-12-19,RATMALWALA,1
2020-01-17,BADALGAMA,4
2019-07-10,KADUWELA,1
2019-09-11,UDUGAMPOLA,1
2019-12-13,Bepzbiyagama,7
2020-01-06,COLOMBO 3,79
2019-10-29,MALWANA,1
2019-11-06,SANDALANKAWA,3
2020-05-19,PITA KOTTE,1
2019-12-07,BORALESGAMUWA,1
2019-09-02,BANDARAGAMA,1
2019-10-24,JA-ELA,1
2019-10-31,COLOMBO 11,3
2019-10-18,ANURADHAPURA,1
2019-12-14,KATUNAYAKE (FTZ),1
2020-04-28,WENNAPPUWA,1
2019-07-01,COLOMBO 12,1
2019-09-23,COLOMBO 3,91
2019-10-14,ANURADHAPURA,2
2019-09-05,PANADURA,1
2019-10-10,SANDALANKAWA,1
2020-02-12,COLOMBO 14,2
2019-09-09,PANADURA,1
2020-03-18,DEHIWALA,2
2019-09-23,COLOMBO 15,2
2020-03-10,AVISSAWELLA,6
2020-04-20,RANALA,4
2019-07-23,KAPUGODA,1
2019-06-13,EKALA,2
2019-07-09,COLOMBO 7,1
2019-10-28,MORATUWA,4
2020-04-22,COLOMBO 8,8
2019-09-20,BATTARAMULLA,5
2019-11-25,GALLE,3
2019-08-26,MADAPATHA,1
2019-09-27,COLOMBO 3,66
2019-11-30,RAJAGIRIYA,8
2019-12-06,COLOMBO,26
2019-08-08,KELANIYA,1
2019-12-16,POLGAHAWELA,1
2020-02-29,KURUNEGALA,1
2019-08-26,RAJAGIRIYA,3
2020-05-13,IMBULGODA,1
2019-07-27,SEEDUWA,1
2019-08-19,KATUNAYAKE (FTZ),3
2019-10-21,GONAWALA,1
2019-11-29,COLOMBO 4,4
2019-12-30,Nittabuwa,3
2019-08-10,PITIPANA HOMAGAMA,1
2020-01-24,RATMALANA,2
2019-08-09,GALLE,2
2019-10-11,KOLONNAWA,2
2019-06-08,BORALESGAMUWA,2
2019-08-05,COLOMBO 4,2
2019-07-25,NITTAMBUWA,1
2019-11-18,KURUNEGALA,2
2020-01-16,COLOMBO 1,12
2020-05-02,COLOMBO 2,3
2019-06-04,BORALESGAMUWA,1
2020-03-06,HOMAGAMA,3
2020-03-14,COLOMBO 7,1
2019-07-15,DELGODA,2
2020-02-19,RATHMALANA,1
2019-07-12,RATMALANA,3
2020-05-30,RATMALANA,3
2019-08-05,BOPAGODA,1
2019-08-24,COLOMBO 11,1
2019-06-01,KIRIWATTUDUWA,1
2019-08-30,HORANA,2
2019-10-24,MORATUWA,3
2019-07-31,COLOMBO 7,1
2019-08-16,MINUWANGODA,1
2019-09-02,MAHARAGAMA,3
2019-12-23,COLOMBO 15,3
2020-01-06,HANWELLA,1
2020-01-18,RANALA,2
2020-02-22,Wathupitiwala,3
2019-06-20,MORATUWA,2
2019-07-29,PELIYAGODA,1
2019-08-03,COLOMBO,24
2019-10-11,THULHIRIYA,1
2020-03-11,MINUWANGODA,1
2020-03-24,JA-ELA,1
2019-12-14,COLOMBO 6,6
2019-07-15,COLOMBO 13,1
2020-04-20,MORATUWA,3
2020-03-13,COLOMBO 14,5
2019-09-04,PILIYANDALA,2
2019-10-08,BIYAGAMA IPZ,1
2020-02-06,KATUNAYAKE,7
2020-05-21,THULHIRIYA,1
2020-02-10,MULLERIYAWA NEW TOWN,1
2019-11-25,KOLONNAWA,1
2019-11-07,DELGODA,1
2020-02-22,BINGIRIYA,1
2020-03-19,KATUNAYAKE,5
2019-08-15,GOMPOLA,1
2020-05-23,COLOMBO 10,1
2019-11-11,COLOMBO 8,6
2019-11-23,KATUNAYAKE,6
2020-02-22,JA ELA,2
2020-05-28,Ratmalana,9
2019-10-28,COLOMBO 12,4
2020-04-08,NUGEGODA,1
2019-12-13,HOMAGAMA,2
2019-12-09,Bepzbiyagama,3
2019-07-24,COLOMBO 6,1
2019-08-27,KATUNAYAKE (FTZ),1
2019-10-23,BINGIRIYA,1
2019-06-08,GAMPAHA,8
2019-07-03,NEGOMBO,2
2019-09-27,KANDANA,1
2019-12-07,NEGOMBO,2
2019-12-19,BATTARAMULLA,3
2019-12-16,GALLE,3
2019-06-27,NITTAMBUWA,4
2019-07-17,KADAWATHA,3
2019-08-31,COLOMBO 2,13
2019-10-12,KOLONNAWA,3
2019-12-02,IMBULGODA,1
2019-11-21,THALAWATHUGODA,1
2019-11-29,MOUNT LAVINIA,1
2020-03-07,KEGALLE,1
2020-04-23,COLOMBO 7,9
2019-11-30,NUGEGODA,8
2020-05-04,KATUNAYAKE,3
2020-05-26,THIMBIRIGASKATUWA NE,3
2020-04-28,RANALA,1
2019-10-23,COLOMBO 5,1
2019-11-01,Awissawella,1
2020-02-10,GAMPAHA,6
2019-07-11,KATUNAYAKE,10
2019-12-28,COLOMBO 1,7
2019-10-03,COLOMBO 11,4
2020-02-29,MOUNT LAVINIA,2
2019-06-20,BIYAGAMA,4
2020-01-27,DIVULAPITIYA,1
2020-03-02,SANDALANKAWA,1
2019-07-17,KURUNEGALA,1
2019-10-26,MINUWANGODA,1
2020-01-31,KATUNAYAKE,4
2019-11-29,MAKOLA,1
2019-12-27,BADULLA,1
2020-03-10,HORANA,2
2020-05-11,Katunayakw,1
2020-04-25,COLOMBO 3,6
2020-01-13,SEEDUWA,3
2020-05-27,COLOMBO 4,1
2019-07-15,HORANA,2
2019-10-19,Ragama,1
2019-10-23,HORANA,2
2020-03-17,COLOMBO 12,1
2020-03-24,RAJAGIRIYA,1
2019-09-02,JA ELA,5
2020-01-08,MALWANA,4
2020-04-18,RATMALE,1
2020-05-12,MALWANA,6
2019-06-15,BIYAGAMA,5
2019-08-02,KATUNAYAKE,8
2019-09-26,MINUWANGODA-GAMPAHA ROAD,1
2020-05-20,COLOMBO 3,2
2019-08-06,BOKUNDARA,1
2019-08-02,POLGAHAWELA,1
2020-02-29,COLOMBO 12,1
2019-06-12,COLOMBO 10,2
2019-07-06,kalaniya,1
2019-09-06,MOUNT LAVINIA,2
2019-08-07,MOUNT LAVINIA,1
2019-09-09,NUGEGODA,10
2019-06-13,WENNAPPUWA,1
2019-09-09,COLOMBO 3,93
2019-12-20,COLOMBO 4,4
2020-02-19,KOCHCHIKADE,1
2019-08-10,COLOMBO 11,2
2019-09-07,COLOMBO 7,8
2020-02-21,COLOMBO 12,1
2019-08-31,WALGAMA,1
2019-12-02,KALUTARA,1
2019-12-09,COLOMBO 10,2
2019-06-19,BIYAGAMA,8
2019-08-06,PANADURA,1
2020-04-21,KATUNAYAKE,10
2020-01-16,COLOMBO 8,1
2020-05-14,BATTARAMULLA,2
2019-07-29,COLOMBO 2,6
2019-11-29,KURUNEGALA,1
2020-01-13,Ratmalana,4
2020-03-12,KALAGEDIHENA,2
2019-09-02,Ragama,21
2019-09-26,MORATUWA,1
2019-06-27,DIVULAPITIYA,2
2019-08-24,BIYAGAMA IPZ,1
2019-12-19,KANDY,3
2020-01-27,NEGOMBO,2
2019-07-15,COLOMBO 5,12
2019-12-07,COLOMBO 15,1
2020-02-07,KURUNEGALA,2
2020-02-22,MALABE,1
2019-07-02,MORATUWA,3
2019-07-27,Battaramulla,5
2019-09-05,NUGEGODA,2
2019-12-05,MORATUWA,1
2019-08-09,KATUNAYAKE,18
2020-01-20,KATANA,1
2020-05-21,MAWANELLA,1
2019-08-05,RATMALANA,1
2020-01-11,WATTALA,8
2020-02-14,KATANA,1
2019-10-04,BATTARAMULLA,1
2020-02-01,BATTARAMULLA,1
2019-08-09,KADAWATHA,5
2019-11-26,NUGEGODA,1
2019-11-30,BIYAGAMA,3
2019-09-10,GAMPAHA,3
2020-05-30,NAWALA,1
2019-11-20,COLOMBO 1,7
2019-12-20,PANADURA,1
2020-02-17,MALWANA,18
2020-01-13,COLOMBO 11,6
2019-12-30,MAKOLA,1
2019-12-21,KOHUWALA,1
2020-02-17,BORALESGAMUWA,5
2020-03-17,WATTALA,7
2019-08-05,MINUWANGODA,1
2019-11-18,KUMBUKWEWA,1
2019-10-01,COLOMBO 4,1
2019-11-25,DIVULAPITIYA,2
2020-03-05,COLOMBO 8,6
2019-11-11,DANKOTUWA,2
2020-01-02,MAKOLA,1
2020-05-23,bepzbiyagama,2
2019-08-07,COLOMBO 14,1
2019-10-17,NUGEGODA,6
2019-07-19,PILIYANDALA,1
2019-10-21,PELIYAGODA,2
2019-08-21,BADALGAMA,4
2019-10-04,KELANIYA,4
2019-12-02,COLOMBO 10,7
2019-06-28,HORANA,2
2020-05-20,JA ELA,1
2019-08-23,RAJAGIRIYA,2
2019-06-01,Gerthala,1
2019-08-22,RATMALE,1
2019-10-26,COLOMBO 1,16
2019-11-21,IMBULGODA,1
2019-08-13,KATUNAYAKE,8
2019-10-24,MAKOLA,1
2019-10-26,COLOMBO 4,1
2020-05-26,Kadawala,1
2019-06-24,IMBULGODA,1
2019-09-20,KATUNAYAKE AIR FORCE CAMP,1
2020-03-12,COLOMBO 1,15
2019-06-19,NUGEGODA,1
2020-02-13,NAWALA,1
2020-05-04,EKALA,1
2019-08-17,KANDY,1
2019-09-28,PITABEDDARA,1
2019-08-31,COLOMBO 4,1
2019-10-01,MADAPATHA,1
2020-05-14,KELANIYA,1
2019-10-28,PADUKKA,4
2019-11-30,MALABE,2
2020-02-26,COLOMBO 14,2
2019-10-24,COLOMBO 12,1
2019-11-20,KURUNEGALA,1
2020-02-12,HOMAGAMA,1
2020-04-18,WATTALA,5
2020-05-20,RAGAMA,2
2019-12-31,NUGEGODA,1
2019-07-11,EKALA,5
2020-02-29,KADAWATHA,1
2019-09-09,BIYAGAMA,6
2019-12-31,COLOMBO,2
2020-03-11,BORALESGAMUWA,2
2019-07-17,PORUWEDANDA,1
2019-10-22,COLOMBO 1,8
2019-11-20,COLOMBO,9
2019-08-03,COLOMBO 9,2
2019-10-26,NARAMMALA,1
2019-11-28,KADAWATHA,2
2020-02-24,ragama,6
2020-02-19,MAWATHAGAMA,1
2020-03-11,COLOMBO 5,6
2019-09-14,MAHABAGE,1
2019-11-21,ragama,3
2020-01-03,KATUNAYAKE,2
2020-03-02,GONAWALA,1
2020-02-27,RATMALANA,2
2019-12-14,MATALE,1
2020-03-10,Ekala,5
2019-06-01,GAMPAHA,5
2019-10-21,ragama,4
2019-07-12,COLOMBO 2,6
2019-07-12,COLOMBO 4,3
2019-11-27,NITTAMBUWA,2
2019-08-09,KOTTE,2
2019-08-31,Panadura,2
2019-09-04,MORATUWA,1
2019-11-08,JA-ELA,1
2019-12-06,KOLONNAWA,1
2019-08-27,COLOMBO 6,1
2019-09-02,MATARA,1
2019-06-03,AVISSAWELLA,1
2019-07-26,BADALGAMA,1
2019-11-21,PEPILIYANA,1
2020-01-20,KAPUGODA,1
2019-09-21,COLOMBO 10,7
2019-10-05,HOMAGAMA,2
2019-10-14,BINGIRIYA,1
2019-12-21,COLOMBO 5,2
2020-02-11,PANNALA,1
2019-09-06,MAKOLA,1
2019-09-26,BIYAGAMA,4
2019-10-04,BIYAGAMA IPZ,1
2019-12-16,MALWANA,16
2020-02-12,PUTTALAM,1
2020-05-11,GALLE,1
2020-05-05,PADUKKA,1
2019-07-02,Biyagama,5
2019-11-28,COLOMBO 15,1
2020-02-17,HIKKADUWA,1
2020-02-05,COLOMBO 5,4
2019-08-05,COLOMBO 2,15
2020-02-03,COLOMBO 15,1
2019-08-01,KANDY,2
2019-09-25,HORANA,1
2019-12-26,BIYAGAMA,4
2020-01-30,bepzbiyagama,4
2020-04-18,COLOMBO 12,7
2019-09-12,ANURADHAPURA,1
2019-09-30,WEST PORT BSN C,1
2019-10-24,YAKKALA,1
2019-11-23,HORANA,1
2019-12-09,WELISARA,1
2019-10-05,TULHIRIYA,1
2020-01-16,HIRIPITIYA,1
2019-08-16,KURUNEGALA,2
2020-02-28,COLOMBO 15,5
2020-03-05,DANKOTUWA,1
2019-08-19,COLOMBO 9,1
2019-09-19,COLOMBO 2,5
2020-01-30,COLOMBO 3,10
2019-07-24,COLOMBO 2,1
2020-02-06,HORANA,1
2019-12-30,KADAWATHA,3
2019-07-31,MAHABAGE,1
2020-03-10,DAMBULLA,1
2020-05-09,WATTALA,2
2020-05-11,KATUNAYAKE,10
2019-12-06,MOUNT LAVINIA,1
2019-08-24,TALAWATUGODA,1
2019-09-05,BIYAGAMA,6
2019-10-02,RAJAGIRIYA,2
2020-01-04,"341/5  WELIKADA, RAJAGIRIYA",1
2020-01-27,COLOMBO 10,9
2019-06-12,COLOMBO 15,1
2019-08-20,HEIYANTHUDUWA,1
2019-12-19,SEEDUWA,1
2020-02-13,BADALGAMA,2
2020-04-21,Angoda,1
2019-08-05,SEEDUWA,4
2019-12-09,COLOMBO 7,8
2019-10-05,MALWANA,12
2020-03-04,BADALGAMA,11
2019-11-13,Bepzbiyagama,1
2019-12-14,HORANA,1
2020-01-31,EKALA,1
2020-05-23,NITTAMBUWA,1
2019-06-08,COLOMBO 10,5
2019-07-29,MULLERIYAWA,1
2019-07-05,MORATUWA,6
2019-07-05,BIYAGAMA,8
2019-08-12,KANDANA,1
2019-09-06,DANKOTUWA,1
2019-12-30,DIVULAPITIYA,1
2019-10-26,COLOMBO,32
2020-02-15,WATTALA,6
2019-11-01,GALADIVULWEWA,1
2020-02-15,KALUTARA SOUTH,1
2019-08-22,GALLE,1
2019-11-07,GAMPAHA,2
2019-11-28,DIVULAPITIYA,1
2020-02-10,COLOMBO 11,1
2019-06-06,DEHIWALA,1
2019-06-08,DELGODA,2
2019-09-05,BUTTALA,1
2019-11-11,DELGODA,2
2019-11-23,BORALESGAMUWA,3
2019-11-30,COLOMBO,19
2019-12-03,BIYAGAMA,1
2020-01-01,MOUNT LAVINIA,1
2019-06-21,COLOMBO 5,3
2019-08-26,NEBODA,1
2019-11-21,NUGEGODA,6
2020-01-01,COLOMBO 10,4
2019-10-11,KOTTE,1
2019-10-16,KADAWATHA,1
2020-01-13,KELANIYA,2
2019-06-14,PANNIPITIYA,1
2020-01-31,GALLE,2
2020-05-26,HORANA,2
2019-07-03,KADUWELA,1
2019-10-25,KOLONNAWA,1
2019-11-19,NEGOMBO,1
2019-12-05,COLOMBO 9,1
2020-04-08,COLOMBO,17
2020-05-05,COLOMBO 6,3
2019-12-23,POLGAHAWELA,1
2019-06-15,NUGEGODA,8
2019-09-11,RAJAGIRIYA,3
2020-02-14,MALWANA,7
2019-06-24,PANNIPITIYA,2
2019-10-05,NATTANDIYA,1
2019-11-04,PUTTALAM,1
2020-02-14,DEDIGAMUWA,1
2020-02-28,NEGOMBO,2
2019-10-16,PILIYANDALA,3
2019-07-12,COLOMBO 1,18
2019-11-18,COLOMBO 8,9
2019-11-22,WATTALA,2
2019-12-03,COLOMBO 1,6
2019-08-22,KOTTE,2
2020-01-06,BADALGAMA,1
2020-03-10,KATUNAYAKE,19
2019-12-18,HOMAGAMA,1
2020-01-01,PANNIPITIYA,1
2020-01-02,BIYAGAMA,1
2020-02-22,NUGEGODA,1
2019-08-29,MALWANEGAMA,1
2019-07-29,COLOMBO 4,7
2019-08-05,KURUNEGALA,4
2020-01-24,COLOMBO 1,12
2019-09-14,CHILAW,1
2019-10-15,COLOMBO 4,2
2019-12-18,COLOMBO 14,1
2019-07-15,MEEGODA,1
2019-09-19,WENNAPPUWA,1
2019-12-19,BIYAGAMA IPZ,2
2020-05-12,GANEMULLA,1
2019-10-19,COLOMBO 4,1
2019-12-12,RAJAGIRIYA,7
2019-12-30,KURUNEGALA,3
2019-08-16,COLOMBO 2,9
2019-09-28,COLOMBO 1,15
2019-08-22,MALWANA,8
2020-04-24,PANNIPITIYA,1
2019-07-25,WATTALA,5
2019-07-29,JANGULLA,1
2019-08-29,MAKUMBURA,1
2020-04-01,DIVULAPITIYA,3
2020-02-15,BIYASAWA,1
2020-03-10,MORATUWA,5
2019-07-12,Walgama,1
2019-09-02,BIYAGAMA,7
2019-10-12,KURUNEGALA,1
2020-04-17,AVISSAWELLA,1
2019-06-26,COLOMBO 15,2
2019-06-28,COLOMBO 5,3
2019-10-23,COLOMBO 7,4
2020-02-15,AVISSAWELLA,2
2020-04-01,PILIYANDALA,1
2020-04-08,BIYAGAMA,5
2020-05-27,THALANGAMA,1
2019-07-03,PELAWATTA,1
2019-07-19,COLOMBO 12,1
2019-09-19,RATHMALDENIYA,1
2019-11-22,COLOMBO 9,1
2020-02-01,COLOMBO 2,7
2019-06-08,KALUTARA,3
2019-08-12,RAJAGIRIYA,3
2019-09-26,COLOMBO 9,3
2019-10-03,COLOMBO 5,13
2019-10-19,PANADURA,1
2019-11-11,"NAWALA ",5
2020-05-26,GONAWALA,1
2019-11-04,PELMADULLA,1
2019-12-07,KALUTARA,4
2019-12-31,BIYAGAMA,1
2019-09-24,COLOMBO 1,1
2019-10-15,COLOMBO 1,3
2019-11-04,Bepzbiyagama,2
2020-03-07,RAJAGIRIYA,2
2019-06-27,COLOMBO 14,3
2020-01-20,GAMPAHA,2
2020-02-27,BATTARAMULLA,6
2019-09-16,MAHARAGAMA,2
2019-10-03,KAPUGODA,1
2019-10-16,WATTALA,2
2019-11-02,BADALGAMA,2
2019-12-03,NUGEGODA,2
2020-04-21,NEGOMBO,6
2019-07-27,RATMALANA,5
2020-02-26,COLOMBO 3,24
2019-09-12,DEHIWALA,1
2020-02-10,JA-ELA,1
2020-03-06,BERUWALA,1
2020-04-20,PILIYANDALA,3
2019-11-15,COLOMBO 3,39
2019-07-02,COLOMBO,13
2019-11-07,JA-ELA,2
2019-11-18,GAMPAHA,4
2020-01-11,MALWANA,12
2019-11-25,COLOMBO 10,9
2019-12-07,GALGAMUWA,1
2019-12-14,AVISSAWELLA,2
2020-02-22,COLOMBO 6,4
2019-09-07,BADULLA,1
2019-10-04,SEEDUWA,1
2020-05-05,NUGEGODA,3
2019-12-24,KOHUWALA,1
2020-05-02,COLOMBO 6,2
2019-06-22,MAHARAGAMA,1
2020-02-03,VEYANGODA,3
2019-06-22,MATARA,1
2019-07-25,MOUNT LAVINIA,1
2019-08-29,MALWANA,8
2019-10-28,PASYALA,1
2020-01-30,COLOMBO 10,7
2019-08-22,HOMAGAMA,4
2019-10-18,KOHUWALA,1
2019-08-13,COLOMBO 13,1
2019-12-13,COLOMBO 14,6
2020-04-27,THIMBINGASKATUW,1
2019-07-08,DANKOTUWA,3
2019-06-07,COLOMBO 6,3
2020-02-01,KELANIYA,1
2019-07-18,WADUMUNNEGEDARA,1
2019-10-09,COLOMBO 14,1
2019-11-09,RAJAGIRIYA,4
2019-07-12,SEEDUWA,1
2019-09-25,COLOMBO 7,4
2019-10-22,SEEDUWA,1
2019-10-26,COLOMBO 11,3
2019-06-03,KOCHCHIKADE,1
2019-09-06,KURUNEGALA,1
2020-01-24,BIYAGAMA,4
2020-02-27,KELANIYA,2
2020-04-08,MORATUWA,1
2019-08-13,WANALUWEWA,1
2019-09-23,NUGEGODA,6
2019-11-18,ORUGODAWATTA,1
2020-02-07,BORALESGAMUWA,1
2020-03-27,KALMUNAI,1
2020-03-17,KADAWATHA,7
2019-06-17,MATARA,2
2019-07-25,KADAWATHA,3
2019-07-29,COLOMBO 1,7
2019-10-24,COLOMBO 9,1
2020-03-12,ragama,4
2019-08-05,KALAGEDIHENA,1
2019-12-13,GALLE,3
2019-12-07,CHILAW,1
2020-02-22,PANADURA,2
2019-08-13,COLOMBO 5,1
2019-12-30,KOTTE,1
2020-01-04,RAJAGIRIYA,1
2020-01-20,COLOMBO 11,5
2019-06-17,MAHARAGAMA,1
2019-12-12,KANDY,1
2019-08-22,Kadawatha,3
2019-08-26,PELIYAGODA,1
2019-12-24,KOSWATTA,1
2019-07-27,PILIYANDALA,2
2019-07-31,KULIYAPITIYA,1
2019-07-30,COLOMBO 5,1
2019-08-29,GALLE,2
2019-12-19,KATUWELLEGAMA,1
2019-09-14,Bepzbiyagama,1
2019-10-05,COLOMBO 14,2
2019-10-30,NUGEGODA,2
2020-01-17,COLOMBO 7,10
2019-06-20,NUGEGODA,4
2019-10-14,MEEGODA,2
2019-10-28,COLOMBO 9,2
2019-11-01,THULHIRIYA,1
2020-01-24,COLOMBO 8,1
2020-04-20,MALABE,4
2020-02-22,COLOMBO 4,2
2020-04-18,THALANGAMA SOUTH,1
2019-11-07,PITA KOTTE,1
2020-05-05,MORATUWA,3
2019-06-10,NUGEGODA,5
2019-12-27,Bepzbiyagsma,1
2020-01-31,PELAWATTA,2
2019-06-20,COLOMBO,43
2019-08-21,ALUTGAMA,1
2020-01-25,COLOMBO 7,5
2019-06-11,GAMPAHA,7
2019-07-19,COLOMBO 1,6
2019-11-25,THALANGAMA SOUTH,1
2019-11-29,WATTALA,1
2020-03-12,JA ELA,1
2019-09-05,COLOMBO 7,4
2020-03-12,Peliyagoda,1
2019-06-12,NEGOMBO,2
2019-06-15,RAGAMA,4
2019-08-29,Bepz biyagams,1
2019-10-21,COLOMBO 3,101
2019-07-22,COLOMBO 1,3
2019-09-18,MAHARAGAMA,1
2019-11-28,BORALESGAMUWA,2
2020-03-07,PANADURA,1
2019-10-02,RAGAMA,3
2020-01-06,ETHUL KOTTE,1
2019-10-19,COLOMBO 2,10
2019-11-18,WAIKKALA,1
2019-12-14,COLOMBO 9,4
2020-01-27,GAMPAHA,2
2019-12-23,COLOMBO 3,85
2019-10-21,NUGEGODA,13
2019-06-05,DANKOTUWA,1
2019-07-24,NUGEGODA,1
2020-01-02,COLOMBO 8,4
2019-08-29,KOTTE,2
2020-01-16,BIYAGAMA IPZ,6
2020-01-27,GANEMULLA,1
2020-03-07,BANDARAGAMA,1
2019-11-15,KANDANA,2
2019-11-18,JA-ELA,1
2019-12-12,COLOMBO 1,29
2019-09-19,COLOMBO 4,2
2019-12-07,KATUNAYAKE,8
2019-06-27,BIYAGAMA IPZ,1
2019-07-03,RATHMALGAHAWEWA,1
2020-01-03,KANANWILA,1
2019-11-30,COLOMBO 6,4
2020-05-20,KARANDENIYA,1
2019-09-07,HORANA,1
2020-03-05,HABARADUWA,1
2019-12-09,COLOMBO 14,6
2019-09-11,BIYAGAMA,3
2020-05-21,KOHUWALA,6
2020-03-04,COLOMBO 3,48
2020-05-18,COLOMBO 5,1
2019-09-14,COLOMBO 13,3
2019-06-08,IDALGASHINNA,1
2019-12-12,ragama,1
2020-03-12,NUGEGODA,7
2020-02-14,EKALA,3
2019-07-05,EKALA,3
2019-08-31,COLOMBO,23
2019-09-30,GALLE,2
2020-01-25,HORANA,2
2019-07-19,BEMMULLA,1
2019-08-09,KOLONNAWA,2
2019-12-02,POLGAHAWELA,1
2020-05-26,HOMAGAMA,6
2020-02-15,PUSSELLAWA,1
2020-02-27,Ejala,1
2019-11-28,COLOMBO 10,6
2020-05-13,HORANA,1
2019-10-24,COLOMBO 6,2
2019-08-24,NITTAMBUWA,1
2019-09-10,COLOMBO 2,3
2019-10-28,KOCHCHIKADE,3
2020-05-26,NUGEGODA,4
2019-08-19,MORATUWA,3
2019-06-15,MAHARAGAMA,1
2020-02-13,RATMALANA,1
2020-03-27,COLOMBO 14,2
2019-11-13,KOHUWALA,3
2020-03-04,GALLE,1
2020-04-27,NITTAMBUWA,4
2019-11-18,BIYAGAMA,5
2019-11-30,RAMBUKKANAA,1
2019-08-31,Ragama,3
2019-11-11,COLOMBO,26
2019-12-24,COLOMBO 14,1
2019-10-15,COLOMBO 2,2
2019-12-20,KANDY,2
2019-09-18,COLOMBO 5,4
2019-12-10,KALUTARA,1
2020-01-29,NITTAMBUWA,2
2019-10-28,KATUNAYAKE (FTZ),7
2019-10-01,COLOMBO,14
2019-08-10,COLOMBO 1,10
2019-08-15,RAJAGIRIYA,3
2019-12-05,Horana,6
2020-01-25,COLOMBO 5,5
2019-07-05,COLOMBO,88
2020-02-28,KANDANA,1
2020-02-03,COLOMBO 13,1
2019-07-31,MALWANA,3
2019-08-10,COLOMBO,22
2019-10-24,KOCHCHIKADE,3
2020-03-13,HOMAGAMA,2
2020-05-12,DEHIWALA,7
2019-07-26,INDURUWA,1
2019-09-16,RADDOLUGAMA,1
2020-04-18,Rathamalana,6
2019-10-18,COLOMBO 11,1
2019-12-26,nittabuwa.,1
2019-12-21,COLOMBO 14,4
2020-03-07,COLOMBO 6,1
2020-05-21,COLOMBO 1,3
2020-03-02,ATHURUGIRIYA,1
2020-02-03,GALLE,1
2020-02-20,MALWANA,7
2020-04-18,MOUNT LAVINIA,1
2020-04-30,KEGALLE,2
2020-01-17,23 25 rheinland  place,1
2020-05-27,GAMPAHA,2
2019-08-03,MORATUWA,3
2019-12-30,WENNAPPUWA,1
2019-08-02,BORALESGAMUWA,2
2019-08-20,GALLE,1
2019-11-15,MAHARAGAMA,3
2019-11-02,COLOMBO 1,13
2020-03-02,AVISSAWELLA,5
2020-04-17,Ekala,4
2019-06-12,KOHUWELA,1
2019-11-05,BOPE,1
2019-12-03,COLOMBO 4,5
2019-08-16,MOUNT LAVINIA,1
2019-11-01,KOTTAWA,1
2020-02-24,"KOTTAWA,MATTE,",1
2020-05-19,WELIGAMA,1
2020-01-13,BATTARAMULLA,7
2020-01-27,MAKOLA,1
2019-12-07,COLOMBO 3,32
2020-02-22,MORATUWA,3
2020-04-28,Dehivela,3
2020-01-02,COLOMBO 2,2
2019-10-10,KANDY,1
2019-08-01,BADALGAMA,1
2019-11-13,HATTON,1
2019-08-20,COLOMBO 10,3
2019-11-13,23 25 rheinland place,2
2020-01-09,BADALGAMA,3
2020-02-13,KATUBEDA,1
2019-11-02,RATNAPURA,1
2019-07-25,GAMPAHA,5
2020-02-03,JA ELA,2
2019-08-21,PANADURA,1
2019-11-18,COLOMBO 11,1
2019-12-03,COLOMBO 2,3
2020-01-20,Nittabuwa,1
2019-06-29,RATMALANA,1
2019-11-18,MOUNT LAVINIA,2
2020-03-06,COLOMBO 7,4
2020-01-31,BORALESGAMUWA,1
2020-04-20,COLOMBO 12,1
